orbital_period,transit_duration,transit_duration_err1,transit_duration_err2,transit_depth,transit_depth_err1,transit_depth_err2,planet_radius,planet_radius_err1,planet_radius_err2,equi_temp,stellar_temp,stellar_temp_err1,stellar_temp_err2,stellar_radius,stellar_radius_err1,stellar_radius_err2,label,mission
34.20578508,5.1691,,,183,,,1.1,0.09,-0.06,471,5191,103,-103,0.826,0.061,-0.05,1,Kepler
13.97945055,1.2325,0.08,-0.08,356,25.9,-25.9,1.97,0.15,-0.12,635,5191,103,-103,0.826,0.061,-0.05,1,Kepler
3.554856338,2.1004,0.0428,-0.0428,233,6.7,-6.7,1.29,0.37,-0.1,1157,6068,163,-181,0.831,0.24,-0.06,1,Kepler
5.28790754,8.5274,0.0591,-0.0591,344,4.3,-4.3,7.1,0.35,-0.96,1661,4994,52,-89,3.818,0.185,-0.517,1,Kepler
8.45746636,2.2906,0.0941,-0.0941,1320,67.4,-67.4,1.87,0.16,-0.16,540,4347,117,-143,0.524,0.045,-0.045,1,Kepler
17.28116957,2.829,0.137,-0.137,1560,83.3,-83.3,2.04,0.17,-0.18,425,4347,117,-143,0.524,0.045,-0.045,1,Kepler
32.1340014,2.691,0.205,-0.205,1260,116,-116,1.84,0.15,-0.16,346,4347,117,-143,0.524,0.045,-0.045,1,Kepler
59.7711433,4.843,0.107,-0.107,575,17.3,-17.3,3.17,1.09,-0.43,522,6214,173,-217,1.122,0.384,-0.153,1,Kepler
4.417692516,2.323,0.122,-0.122,279,9,-9,1.57,0.09,-0.06,790,4766,77,-77,0.664,0.037,-0.027,1,Kepler
10.08744556,2.9884,0.0713,-0.0713,568,16.1,-16.1,3.15,0.9,-0.38,942,6310,168,-205,1.095,0.313,-0.134,1,Kepler
16.34355902,5.474,0.122,-0.122,829,27.5,-27.5,3.26,0.5,-0.29,730,5730,77,-86,1.056,0.161,-0.094,1,Kepler
21.96401646,2.7509,0.0766,-0.0766,693,28.3,-28.3,2.57,0.72,-0.31,643,5774,156,-173,0.958,0.268,-0.115,1,Kepler
125.602323,7.105,0.206,-0.206,926,41.1,-41.1,2.89,0.81,-0.35,360,5774,156,-173,0.958,0.268,-0.115,1,Kepler
12.51353325,4.301,0.157,-0.157,431,16.4,-16.4,1.88,0.19,-0.15,706,5435,109,-109,0.873,0.09,-0.068,1,Kepler
17.9134215,4.364,0.244,-0.244,198,18.5,-18.5,1.39,0.15,-0.1,626,5435,109,-109,0.873,0.09,-0.068,1,Kepler
25.2149143,5.76,0.514,-0.514,174,23.8,-23.8,1.19,0.13,-0.09,559,5435,109,-109,0.873,0.09,-0.068,1,Kepler
5.42586901,2.5342,0.0836,-0.0836,259,10.8,-10.8,1.48,0.2,-0.08,973,5594,75,-83,0.934,0.127,-0.054,1,Kepler
19.58561177,1.755,0.111,-0.111,533,23.7,-23.7,3.09,0.41,-0.34,666,5618,112,-101,0.996,0.133,-0.109,1,Kepler
4.544436472,1.8141,0.0444,-0.0444,879,24.1,-24.1,3,0.34,-0.25,1017,5445,81,-81,0.937,0.105,-0.078,1,Kepler
12.76220558,2.0688,0.0823,-0.0823,654,43.4,-43.4,3.18,0.35,-0.27,721,5445,81,-81,0.937,0.105,-0.078,1,Kepler
38.7149617,3.441,0.164,-0.164,695,46.3,-46.3,2.62,0.3,-0.21,498,5445,81,-81,0.937,0.105,-0.078,1,Kepler
8.78458274,6.459,0.244,-0.244,211,9.2,-9.2,2.6,0.4,-0.6,1149,5927,80,-80,1.691,0.261,-0.392,0,Kepler
3.69298623,1.7744,0.0543,-0.0543,763,25.7,-25.7,1.74,0.15,-0.15,745,4402,118,-144,0.572,0.049,-0.049,1,Kepler
5.334082429,6.2226,0.00687,-0.00687,4680,8.3,-8.3,13.08,2.45,-3,1495,6332,82,-75,1.905,0.357,-0.437,1,Kepler
6.4980147,2.4384,0.0353,-0.0353,191,5.4,-5.4,1.87,0.27,-0.28,1026,5727,104,-115,1.104,0.164,-0.164,1,Kepler
19.76169247,3.9097,0.0871,-0.0871,393,11.8,-11.8,2.81,0.94,-0.62,791,6327,291,-542,1.175,0.389,-0.259,1,Kepler
5.18498961,2.1397,0.058,-0.058,430,13.7,-13.7,1.15,0.09,-0.12,652,4325,131,-131,0.56,0.045,-0.056,1,Kepler
85.6542476,6.866,0.122,-0.122,476,14.9,-14.9,3.56,0.54,-0.82,522,5818,69,-86,1.647,0.252,-0.378,1,Kepler
19.32945602,3.794,0.122,-0.122,936,40.2,-40.2,2.26,0.27,-0.14,529,5026,149,-149,0.763,0.093,-0.046,1,Kepler
3.290114076,1.5151,0.0536,-0.0536,645,25.7,-25.7,1.49,0.12,-0.13,802,4484,134,-134,0.594,0.046,-0.051,1,Kepler
2.086075752,2.2647,0.052,-0.052,3660,53.8,-53.8,10.3,2.08,-3.14,1845,6131,168,-153,1.417,0.287,-0.431,0,Kepler
3.311864148,1.4049,0.0139,-0.0139,5980,24.2,-24.2,9.06,1.16,-0.33,1116,5461,73,-82,0.937,0.12,-0.034,1,Kepler
2.422084188,2.5613,0.00828,-0.00828,1870,5.2,-5.2,3.55,0.75,-0.32,1213,5598,149,-166,0.83,0.176,-0.075,1,Kepler
78.5461106,8.689,0.131,-0.131,659,21.3,-21.3,3.55,0.58,-0.64,501,5808,78,-78,1.397,0.228,-0.254,1,Kepler
16.92342126,4.1864,0.0904,-0.0904,1130,31.8,-31.8,3.4,0.5,-0.22,702,5786,78,-86,0.99,0.147,-0.063,1,Kepler
5.47665801,2.5482,0.0702,-0.0702,648,22.8,-22.8,2.01,0.13,-0.18,741,4650,125,-139,0.706,0.046,-0.061,1,Kepler
4.580346161,2.097,0.0384,-0.0384,308,6.8,-6.8,1.38,0.09,-0.07,889,5103,101,-101,0.789,0.052,-0.037,1,Kepler
2.248288213,2.0361,0.0311,-0.0311,263,5,-5,1.25,0.08,-0.06,1127,5103,101,-101,0.789,0.052,-0.037,1,Kepler
6.76690759,1.7062,0.0533,-0.0533,249,9.4,-9.4,1.31,0.09,-0.06,781,5103,101,-101,0.789,0.052,-0.037,1,Kepler
34.1732156,4.7679,0.0814,-0.0814,635,17.4,-17.4,2.37,0.22,-0.07,465,5201,93,-114,0.834,0.077,-0.026,1,Kepler
16.7364755,2.151,0.212,-0.212,1150,143,-143,2.73,0.09,-0.15,464,4334,77,-77,0.653,0.022,-0.035,1,Kepler
137.8645881,1.922,0.108,-0.108,2360,106,-106,15.9,1.41,-2.16,170,3645,72,-90,0.449,0.04,-0.061,0,Kepler
12.43929428,3.176,0.105,-0.105,254,12.1,-12.1,1.3,0.06,-0.09,627,4987,99,,0.773,0.036,-0.053,1,Kepler
7.62635494,2.4168,0.0744,-0.0744,296,10.4,-10.4,1.21,0.08,-0.05,703,4955,100,-100,0.721,0.047,-0.029,1,Kepler
11.35010642,2.2792,0.0544,-0.0544,1220,36.6,-36.6,1.75,0.09,-0.17,403,3597,72,-86,0.514,0.026,-0.051,1,Kepler
109.4450597,3.792,0.108,-0.108,1270,48.5,-48.5,3.04,0.28,-0.2,340,5403,107,-107,0.868,0.08,-0.058,1,Kepler
7.56052209,3.8573,0.0793,-0.0793,660,22.2,-22.2,2.4,0.73,-0.24,914,5895,158,-211,0.94,0.282,-0.094,1,Kepler
12.12401737,3.3091,0.0679,-0.0679,788,22.9,-22.9,2.37,0.11,-0.2,675,5094,83,-76,0.87,0.042,-0.072,1,Kepler
9.38740646,1.6165,0.0622,-0.0622,385,20,-20,1.69,0.12,-0.05,575,4500,90,-90,0.646,0.046,-0.02,1,Kepler
7.41556471,1.973,0.194,-0.194,150,15.6,-15.6,0.79,0.05,-0.03,622,4500,90,-90,0.646,0.046,-0.02,1,Kepler
24.2101973,4.046,0.286,-0.286,458,35.2,-35.2,1.5,0.1,-0.13,451,4650,125,-139,0.706,0.046,-0.061,1,Kepler
23.8990075,15.955,0.121,-0.121,293,5.5,-5.5,3.26,0.57,-0.86,823,5511,82,-74,1.93,0.34,-0.51,1,Kepler
6.22161107,3.4117,0.0783,-0.0783,165,6.4,-6.4,1.59,0.27,-0.09,1101,6277,75,-75,1.097,0.186,-0.062,1,Kepler
6.17998508,2.1094,0.0684,-0.0684,751,29.4,-29.4,2.12,0.14,-0.11,814,5149,103,-103,0.791,0.051,-0.042,1,Kepler
1.569066598,2.7803,0.0469,-0.0469,147,3.5,-3.5,1.68,0.28,-0.34,1849,5821,69,-87,1.395,0.228,-0.279,1,Kepler
9.59068586,3.452,0.071,-0.071,545,15.7,-15.7,3.93,2.28,-2.28,1087,5476,179,-146,1.673,0.971,-0.971,1,Kepler
7.03932913,3.514,0.226,-0.226,837,27,-27,4.67,0.8,-0.73,1060,5846,79,-79,1.24,0.213,-0.194,1,Kepler
49.6075771,2.9575,0.0599,-0.0599,627,16.2,-16.2,2.12,0.18,-0.09,402,5187,103,-103,0.774,0.065,-0.033,1,Kepler
16.84183355,2.6194,0.0991,-0.0991,822,40.2,-40.2,3.08,0.82,-0.45,699,5602,166,-150,1.009,0.269,-0.145,1,Kepler
7.340714946,2.9987,0.0141,-0.0141,8510,12.7,-12.7,14.31,0.88,-1.34,1155,6056,120,-144,1.498,0.093,-0.14,1,Kepler
12.55111099,3.1293,0.0729,-0.0729,494,16.4,-16.4,1.34,0.07,-0.06,480,4213,84,-84,0.598,0.029,-0.029,1,Kepler
3.003879547,3.2848,0.0587,-0.0587,8540,122,-122,10.96,3.52,-1.17,1438,6311,177,-243,1.172,0.376,-0.125,1,Kepler
24.0884178,3.952,0.14,-0.14,387,20.1,-20.1,1.16,0.05,-0.06,386,4213,84,-84,0.598,0.029,-0.029,1,Kepler
12.75800092,4.1828,0.0716,-0.0716,188,4.9,-4.9,1.49,0.23,-0.21,822,5782,104,-115,1.095,0.17,-0.155,1,Kepler
5.47033376,3.1441,0.0739,-0.0739,112,3.8,-3.8,1.15,0.18,-0.16,1090,5782,104,-115,1.095,0.17,-0.155,1,Kepler
6.51112385,1.6919,0.0395,-0.0395,695,21.3,-21.3,3.09,1.03,-0.34,1008,6032,190,-232,1.001,0.333,-0.111,1,Kepler
23.85163321,2.4453,0.0677,-0.0677,834,31.6,-31.6,3.37,1.12,-0.37,654,6032,190,-232,1.001,0.333,-0.111,1,Kepler
2.714078374,1.3115,0.0408,-0.0408,144,4.7,-4.7,1.38,0.22,-0.09,1301,5815,69,-87,0.992,0.152,-0.065,1,Kepler
122.8799543,7.835,0.156,-0.156,718,19.7,-19.7,2.7,0.28,-0.16,326,5413,107,-107,0.861,0.088,-0.051,1,Kepler
4.88753111,2.034,0.117,-0.117,680,46.8,-46.8,2.45,0.61,-0.2,1003,5568,166,-183,0.957,0.237,-0.079,1,Kepler
6.14728341,2.7645,0.0776,-0.0776,120,4.8,-4.8,0.79,0.06,-0.03,770,4997,100,-100,0.746,0.049,-0.03,1,Kepler
2.800111267,1.0237,0.0459,-0.0459,707,28.5,-28.5,2.13,0.17,-0.2,956,4786,130,-144,0.704,0.054,-0.066,1,Kepler
34.3511339,4.4408,0.0987,-0.0987,599,23.8,-23.8,2.75,0.93,-0.29,576,6091,169,-211,0.967,0.325,-0.101,1,Kepler
3.413036353,2.61366,0.00578,-0.00578,3870,8.9,-8.9,6.62,1.37,-1.12,1200,5392,80,-72,1.087,0.224,-0.184,1,Kepler
3.00725068,4.4302,0.0837,-0.0837,286,10.9,-10.9,1.56,0.34,-0.12,1122,5667,169,-152,0.781,0.169,-0.061,1,Kepler
4.194496867,1.7807,0.0343,-0.0343,661,17.1,-17.1,1.57,0.09,-0.12,577,3706,73,-92,0.522,0.032,-0.039,1,Kepler
1.970340203,1.7901,0.0341,-0.0341,403,8.5,-8.5,3.97,2.57,-2.34,1599,4883,146,-132,1.667,1.082,-0.983,1,Kepler
5.05821338,1.132,0.112,-0.112,748,23.7,-23.7,10.69,6.94,-6.3,1168,4883,146,-132,1.667,1.082,-0.983,1,Kepler
26.85323647,4.4557,0.0624,-0.0624,966,20.9,-20.9,2.65,0.47,-0.39,544,5329,159,-159,0.869,0.155,-0.127,1,Kepler
25.0985083,2.7727,0.0936,-0.0936,168,8.3,-8.3,1.59,0.24,-0.23,656,5782,104,-115,1.095,0.17,-0.155,1,Kepler
34.2685741,4.8251,0.0848,-0.0848,699,19.4,-19.4,2.44,0.11,-0.2,477,5083,83,-76,0.872,0.042,-0.072,1,Kepler
5.75321539,1.7948,0.048,-0.048,734,28.1,-28.1,3.14,0.77,-0.26,920,5445,180,-164,0.929,0.229,-0.076,1,Kepler
5.50860699,3.0788,0.0586,-0.0586,204,6.3,-6.3,1.49,0.15,-0.12,934,5448,109,-109,0.883,0.092,-0.067,1,Kepler
18.93055119,3.372,0.102,-0.102,684,29.4,-29.4,4.41,2.25,-2.25,766,5015,164,-149,1.643,0.837,-0.837,1,Kepler
42.94386258,3.7591,0.0208,-0.0208,9210,40.3,-40.3,41.62,11.1,-7.39,520,5750,173,-155,0.94,0.25,-0.167,0,Kepler
22.06402,4.1,0.128,-0.128,389,14.1,-14.1,2.67,0.91,-0.28,712,6232,173,-217,1.09,0.37,-0.116,1,Kepler
5.756245244,1.071,0.0321,-0.0321,624,17.5,-17.5,2.24,0.14,-0.09,773,4931,98,-98,0.734,0.048,-0.03,1,Kepler
148.4601819,5.499,0.139,-0.139,1530,47.5,-47.5,3.61,0.24,-0.17,285,5159,82,-82,0.821,0.055,-0.039,1,Kepler
0.934885365,1.4083,0.0277,-0.0277,270,5.7,-5.7,3.21,1.91,-1.91,2080,4777,143,-119,1.795,1.067,-1.067,1,Kepler
25.7626846,6.908,0.118,-0.118,620,17.1,-17.1,2.66,0.43,-0.27,633,5739,78,-86,1.069,0.174,-0.107,1,Kepler
11.0317836,4.753,0.42,-0.42,182,14.9,-14.9,1.45,0.24,-0.14,840,5739,78,-86,1.069,0.174,-0.107,1,Kepler
4.12511935,2.877,0.103,-0.103,115,5.9,-5.9,0.88,0.19,-0.08,1016,5598,149,-166,0.83,0.176,-0.075,1,Kepler
13.12162167,3.6138,0.0844,-0.0844,197,6.6,-6.6,1.99,0.36,-0.29,913,6140,123,-135,1.277,0.23,-0.188,1,Kepler
49.6220669,7.222,0.264,-0.264,506,11.6,-11.6,3.33,0.55,-0.34,546,5938,71,-83,1.184,0.193,-0.123,1,Kepler
8.08801663,1.8334,0.0396,-0.0396,953,23.6,-23.6,2.94,0.24,-0.2,792,5269,84,-73,0.874,0.072,-0.059,1,Kepler
11.55103848,3.3601,0.059,-0.059,403,9.2,-9.2,2.17,0.34,-0.2,845,5907,105,-117,1.058,0.166,-0.097,1,Kepler
4.469754641,1.813,0.0503,-0.0503,554,17.7,-17.7,2.26,0.67,-0.23,1103,5988,161,-197,0.934,0.28,-0.093,1,Kepler
15.77382794,4.957,0.115,-0.115,314,12.1,-12.1,2.72,0.52,-0.51,955,6283,126,-113,1.531,0.29,-0.29,1,Kepler
6.56226483,4.0144,0.0694,-0.0694,261,7.2,-7.2,3.07,0.48,-0.77,1290,5878,117,-117,1.812,0.281,-0.457,1,Kepler
20.67876365,4.6395,0.085,-0.085,324,7.9,-7.9,2.42,0.4,-0.41,749,5865,105,-117,1.272,0.213,-0.213,1,Kepler
50.79034648,10.8474,0.0138,-0.0138,5670,11.9,-11.9,10.6,1.91,-1.9,612,6163,123,-123,1.406,0.253,-0.253,1,Kepler
9.59993246,4.3206,0.0549,-0.0549,271,5.5,-5.5,2.08,0.35,-0.35,967,5865,105,-117,1.272,0.213,-0.213,1,Kepler
2.0248205,2.55,0.118,-0.118,63.3,3.5,-3.5,1.01,0.17,-0.17,1625,5865,105,-117,1.272,0.213,-0.213,1,Kepler
201.118319,10.328,0.165,-0.165,585,19.2,-19.2,2.28,0.32,-0.2,300,5646,101,-112,0.954,0.135,-0.083,1,Kepler
24.7577652,6.998,0.13,-0.13,459,13.8,-13.8,2.44,0.71,-0.24,644,6106,163,-199,0.966,0.285,-0.095,1,Kepler
12.7983174,6.401,0.116,-0.116,337,9.7,-9.7,2.88,0.41,-0.68,908,5592,75,-75,1.451,0.211,-0.342,1,Kepler
10.13200555,3.1683,0.0689,-0.0689,912,26.8,-26.8,1.67,0.11,-0.11,574,4777,167,-167,0.561,0.038,-0.038,1,Kepler
38.505224,5.941,0.104,-0.104,695,22.4,-22.4,2.45,0.68,-0.24,532,5974,161,-161,0.881,0.243,-0.087,1,Kepler
4.6126736,3.0643,0.0681,-0.0681,133,4.3,-4.3,1.6,0.29,-0.24,1294,6140,123,-135,1.277,0.23,-0.188,1,Kepler
8.67890312,3.5317,0.0685,-0.0685,541,15.2,-15.2,2.56,0.39,-0.43,905,5509,82,-74,1.116,0.169,-0.186,1,Kepler
39.3135699,5.0137,0.0903,-0.0903,500,16.9,-16.9,2.07,0.59,-0.19,540,6060,163,-181,0.925,0.262,-0.087,1,Kepler
5.94565516,2.1604,0.0711,-0.0711,401,16.6,-16.6,1.12,0.06,-0.07,568,3974,79,-79,0.564,0.03,-0.034,1,Kepler
1.52373073,1.4796,0.0342,-0.0342,365,13.1,-13.1,1.26,0.09,-0.12,818,3746,75,-83,0.51,0.033,-0.05,1,Kepler
4.225384543,2.82038,0.00192,-0.00192,7560,6,-6,9,1.42,-0.77,1111,5574,100,-111,1.054,0.167,-0.09,1,Kepler
60.0853848,7.007,0.116,-0.116,432,9.6,-9.6,2.4,0.43,-0.12,485,6028,107,-131,1.047,0.19,-0.051,1,Kepler
43.0343364,6.571,0.135,-0.135,542,12.2,-12.2,2.5,0.3,-0.18,484,5550,110,-110,0.911,0.11,-0.064,1,Kepler
88.6440015,7.82,0.111,-0.111,626,12.2,-12.2,2.51,0.33,-0.19,391,5661,101,-112,0.934,0.124,-0.072,1,Kepler
35.01190875,2.868,0.0684,-0.0684,437,14.5,-14.5,2.97,0.48,-0.35,603,5872,70,-79,1.153,0.185,-0.135,1,Kepler
16.57099265,2.9052,0.0575,-0.0575,645,16.9,-16.9,2.03,0.43,-0.15,614,5483,166,-149,0.779,0.164,-0.059,1,Kepler
16.00496657,6.5047,0.0847,-0.0847,378,9,-9,3.71,0.76,-1.04,1040,6384,70,-89,1.904,0.388,-0.534,1,Kepler
1.954525966,2.0944,0.0457,-0.0457,393,10.2,-10.2,2.38,0.38,-0.3,1540,5741,77,-77,1.136,0.18,-0.147,1,Kepler
7.23400381,2.165,0.0587,-0.0587,453,15.7,-15.7,1.78,0.19,-0.1,831,5411,107,-107,0.85,0.091,-0.045,1,Kepler
6.77408984,2.6215,0.0634,-0.0634,520,18.3,-18.3,2.5,0.75,-0.33,1058,6246,174,-239,1.092,0.329,-0.141,1,Kepler
20.17202467,3.1488,0.0248,-0.0248,5370,26.2,-26.2,6.24,0.27,-0.55,564,5064,83,-75,0.864,0.038,-0.076,1,Kepler
26.41044199,3.0715,0.084,-0.084,991,36.5,-36.5,2.45,0.43,-0.19,512,5448,162,-162,0.734,0.131,-0.056,1,Kepler
8.27745764,2.713,0.138,-0.138,197,13.4,-13.4,2.46,1.26,-1.53,1088,5129,153,-138,1.781,0.909,-1.111,1,Kepler
14.37504582,3.208,0.151,-0.151,251,18.4,-18.4,2.05,0.33,-0.2,786,5931,106,-130,1.053,0.168,-0.104,1,Kepler
147.97391,6.854,0.168,-0.168,1270,53.5,-53.5,3.33,0.43,-0.29,329,5578,100,-111,0.95,0.123,-0.082,1,Kepler
13.24503482,4.4078,0.0831,-0.0831,156,5,-5,1.77,0.28,-0.38,887,5636,114,-103,1.39,0.223,-0.298,1,Kepler
77.2550726,10.214,0.161,-0.161,590,15.2,-15.2,3.7,1.14,-0.66,548,6564,181,-250,1.356,0.417,-0.243,1,Kepler
3.85690686,2.0808,0.0742,-0.0742,128,6.2,-6.2,0.93,0.09,-0.04,972,5272,73,-84,0.813,0.08,-0.029,1,Kepler
116.3311739,7.025,0.143,-0.143,1590,54.1,-54.1,3.26,0.3,-0.18,323,5354,106,-106,0.835,0.077,-0.045,1,Kepler
6.31943553,3.3422,0.0457,-0.0457,581,10.3,-10.3,2.71,0.39,-0.29,986,5670,114,-114,1.022,0.148,-0.108,1,Kepler
12.20951755,4.1808,0.0768,-0.0768,538,12.5,-12.5,2.61,0.37,-0.28,791,5670,114,-114,1.022,0.148,-0.108,1,Kepler
3.07644709,2.6326,0.0693,-0.0693,217,8.1,-8.1,1.61,0.23,-0.17,1253,5670,114,-114,1.022,0.148,-0.108,1,Kepler
2.11913005,4.141,0.261,-0.261,28.7,1.6,-1.6,1.35,0.12,-0.15,2090,5799,78,-78,2.377,0.212,-0.26,0,Kepler
68.958447,3.128,0.0869,-0.0869,123,4.8,-4.8,1.11,0.05,-0.04,402,5455,73,-82,0.888,0.036,-0.036,1,Kepler
18.79591276,7.5235,0.044,-0.044,2430,10,-10,7.39,1.33,-1.33,852,6163,123,-123,1.406,0.253,-0.253,1,Kepler
47.76397728,4.08,,,,,,,,,,,,,,,,0,Kepler
63.0380366,7.3702,0.0855,-0.0855,659,14.2,-14.2,2.59,0.39,-0.22,465,5798,104,-116,1.019,0.151,-0.088,1,Kepler
9.69315023,5.6725,0.067,-0.067,142,3.3,-3.3,1.89,0.29,-0.44,1017,5683,115,-104,1.472,0.229,-0.344,1,Kepler
8.48031229,7.105,0.218,-0.218,351,10.3,-10.3,2.58,0.77,-0.42,952,5910,158,-193,1.078,0.322,-0.173,0,Kepler
56.1886436,6.5272,0.0894,-0.0894,346,10,-10,2.56,0.39,-0.33,503,5700,114,-114,1.176,0.182,-0.149,1,Kepler
6.92101452,4.3591,0.0801,-0.0801,530,15,-15,1.48,0.12,-0.14,619,4461,132,-132,0.585,0.049,-0.054,1,Kepler
3.27344784,1.7292,0.0495,-0.0495,263,9.1,-9.1,0.81,0.07,-0.07,625,3758,75,-85,0.496,0.042,-0.042,1,Kepler
15.3789014,4.662,0.228,-0.228,185,12,-12,2.94,0.38,-1.04,1039,5817,78,-78,2.153,0.272,-0.76,1,Kepler
134.4785189,5.9288,0.0565,-0.0565,4030,46,-46,10.52,1.65,-2.01,412,5791,117,-105,1.336,0.209,-0.256,1,Kepler
24.68662378,15.168,0.146,-0.146,8050,44.2,-44.2,48.04,12.5,-6.73,1149,4648,69,-55,5.132,1.336,-0.719,0,Kepler
98.7179332,6.593,0.109,-0.109,7320,70.5,-70.5,6.99,1.48,-0.52,360,5808,157,-157,0.786,0.166,-0.059,1,Kepler
71.52543938,5.9189,0.0564,-0.0564,5900,59.5,-59.5,5.76,0.22,-0.35,340,4855,77,-87,0.778,0.029,-0.047,1,Kepler
1.72086129,2.0243,0.00533,-0.00533,10200,8.1,-8.1,13.25,0.85,-1.05,1647,5742,115,-115,1.215,0.078,-0.096,1,Kepler
56.4349933,4.7381,0.0712,-0.0712,580,14,-14,2.37,0.32,-0.28,465,5534,110,,1.001,0.134,-0.12,1,Kepler
33.7888028,5.496,0.102,-0.102,649,20.6,-20.6,2.71,0.89,-0.3,611,6202,166,-203,1.062,0.349,-0.116,1,Kepler
3.215109385,4.365,0.112,-0.112,158,3.4,-3.4,1.54,0.19,-0.12,1155,5541,100,-111,0.934,0.117,-0.068,1,Kepler
3.29276797,4.8069,0.0819,-0.0819,80.7,2.2,-2.2,1.39,0.22,-0.32,1458,5683,115,-104,1.472,0.229,-0.344,1,Kepler
13.72710334,7.3419,0.0741,-0.0741,199,3.4,-3.4,2.38,0.16,-0.13,1005,5951,80,-80,1.693,0.115,-0.094,1,Kepler
24.3110031,8.7682,0.0967,-0.0967,184,4,-4,2.3,0.15,-0.13,831,5951,80,-80,1.693,0.115,-0.094,1,Kepler
44.4304059,10.306,0.112,-0.112,239,4.9,-4.9,2.61,0.17,-0.15,680,5951,80,-80,1.693,0.115,-0.094,1,Kepler
9.34145925,6.18,0.114,-0.114,81.7,3,-3,1.56,0.11,-0.09,1143,5951,80,-80,1.693,0.115,-0.094,1,Kepler
4.97760447,2.5719,0.079,-0.079,287,11.6,-11.6,1.75,0.24,-0.24,1023,5353,80,-72,1.023,0.141,-0.141,1,Kepler
21.1285655,3.852,0.226,-0.226,177,15.5,-15.5,2.88,0.36,-1.02,935,5817,78,-78,2.153,0.272,-0.76,1,Kepler
24.4851178,4.642,0.279,-0.279,264,25.4,-25.4,7.14,1.2,-2.82,1179,6655,168,-184,2.995,0.506,-1.18,0,Kepler
7.51854537,2.845,0.146,-0.146,287,17.2,-17.2,1.42,0.06,-0.12,784,5064,83,-75,0.864,0.038,-0.076,1,Kepler
25.96190067,6.2732,0.0941,-0.0941,350,10.5,-10.5,3.25,0.59,-0.73,850,6369,77,-83,1.729,0.315,-0.386,1,Kepler
130.3543929,6.474,0.143,-0.143,5130,59.7,-59.7,7.7,2.53,-0.84,369,5970,163,-199,1.015,0.334,-0.111,1,Kepler
1.855557556,2.35672,0.0061,-0.0061,10600,7.1,-7.1,10.05,0.59,-0.66,1436,5657,113,-113,0.947,0.056,-0.062,1,Kepler
3.364425589,1.3261,0.0714,-0.0714,4840,194,-194,56.83,14.7,-4.91,1106,5813,174,-174,0.775,0.201,-0.067,0,Kepler
16.78175788,3.7386,0.0353,-0.0353,908,8.6,-8.6,2.25,0.14,-0.1,545,4925,98,-98,0.742,0.045,-0.033,1,Kepler
105.3035093,6.214,0.121,-0.121,1360,39,-39,3.18,0.38,-0.19,351,5534,110,-110,0.875,0.105,-0.053,1,Kepler
2.549562652,1.6999,0.0386,-0.0386,495,12.9,-12.9,1.11,0.07,-0.11,682,3716,73,-83,0.506,0.031,-0.051,1,Kepler
13.96950181,1.5871,0.0469,-0.0469,1110,34.6,-34.6,2.04,0.13,-0.2,387,3716,73,-83,0.506,0.031,-0.051,1,Kepler
5.21230171,2.098,0.0639,-0.0639,430,16.2,-16.2,1.04,0.06,-0.11,537,3716,73,-83,0.506,0.031,-0.051,1,Kepler
17.76076524,1.6679,0.0446,-0.0446,1290,36,-36,1.93,0.14,-0.15,368,3826,76,-84,0.516,0.037,-0.04,1,Kepler
10.55840479,3.366,0.18,-0.18,194,14.3,-14.3,1.41,0.2,-0.19,796,5353,80,-72,1.023,0.141,-0.141,1,Kepler
6.98800953,3.103,0.156,-0.156,193,12.2,-12.2,1.39,0.19,-0.19,914,5353,80,-72,1.023,0.141,-0.141,1,Kepler
22.8245144,6.617,0.3,-0.3,323,22.4,-22.4,3.36,0.6,-0.72,946,6642,105,-157,1.846,0.326,-0.399,1,Kepler
49.1011093,6.341,0.11,-0.11,846,24.3,-24.3,3.28,0.77,-0.56,498,5393,80,-72,1.11,0.261,-0.189,1,Kepler
7.05675145,2.0261,0.0744,-0.0744,130,6,-6,1.68,0.32,-0.21,1196,6388,115,-140,1.402,0.267,-0.178,1,Kepler
34.8536903,5.333,0.136,-0.136,768,31.1,-31.1,2.4,0.57,-0.2,522,5818,139,-157,0.848,0.199,-0.071,1,Kepler
2.41434868,1.2701,0.0488,-0.0488,191,7.8,-7.8,0.97,0.03,-0.04,953,4507,80,-80,0.724,0.02,-0.035,1,Kepler
2.466070972,1.9559,0.0639,-0.0639,705,20.1,-20.1,24.3,7.12,-2.37,1260,5708,169,-186,0.884,0.259,-0.086,0,Kepler
4.30656389,4.1107,0.0509,-0.0509,257,7.5,-7.5,1.95,0.67,-0.23,1177,6108,193,-236,1.03,0.357,-0.119,1,Kepler
12.96471775,1.8303,0.0144,-0.0144,3730,24.7,-24.7,39.93,12.8,-4.29,834,6210,166,-222,1.033,0.332,-0.111,0,Kepler
1.731079436,1.8419,0.0727,-0.0727,12000,408,-408,56.05,17.6,-5.87,1541,6045,189,-232,0.955,0.3,-0.1,0,Kepler
7.794302043,1.1081,0.0148,-0.0148,3390,28.3,-28.3,16.51,2.16,-1.76,882,5494,82,-73,0.982,0.128,-0.105,1,Kepler
14.5324483,3.13,0.171,-0.171,1360,95.2,-95.2,3.11,0.5,-0.37,664,5345,159,-143,0.86,0.138,-0.101,1,Kepler
